group,file,time_sec,confidence,uncertainty,matches_catalog,needs_review
S16_GradeA,xa.s16.00.mhz.1975-03-26HR00_evid00186,80509.6,0.4865,0.0333,,False
S16_GradeA,xa.s16.00.mhz.1977-04-17HR00_evid00249,289.8,0.7789,0.0252,,False
S16_GradeA,xa.s16.00.mhz.1977-04-17HR00_evid00249,37868.7,0.6716,0.0737,,True
S16_GradeA,xa.s16.00.mhz.1977-04-17HR00_evid00249,48987.8,0.7082,0.009,,False
S16_GradeA,xa.s16.00.mhz.1977-04-17HR00_evid00249,74317.3,0.5821,0.0197,,False
S16_GradeA,xa.s16.00.mhz.1977-04-17HR00_evid00249,84856.8,0.7499,0.0137,,False
S16_GradeA,xa.s16.00.mhz.1977-06-02HR00_evid00255,289.8,0.8284,0.0239,,False
S16_GradeA,xa.s16.00.mhz.1977-06-02HR00_evid00255,51818.3,0.9226,0.0023,,False
S16_GradeA,xa.s16.00.mhz.1977-06-02HR00_evid00255,61546.3,0.3416,0.0209,,False
S16_GradeB,xa.s16.00.mhz.1973-08-25HR00_evid00443,289.8,0.8697,0.0066,,False
S16_GradeB,xa.s16.00.mhz.1973-08-25HR00_evid00443,9882.6,0.5803,0.0099,,False
S16_GradeB,xa.s16.00.mhz.1973-08-25HR00_evid00443,29560.8,0.6595,0.027,,False
S16_GradeB,xa.s16.00.mhz.1973-12-18HR00_evid00487,47017.1,0.2733,0.009,,True
S16_GradeB,xa.s16.00.mhz.1973-12-18HR00_evid00487,54581.1,0.6776,0.0468,,False
S16_GradeB,xa.s16.00.mhz.1973-12-18HR00_evid00487,75969.2,0.4654,0.0431,,False
S16_GradeB,xa.s16.00.mhz.1974-11-14HR00_evid00587,289.8,0.4762,0.0109,,False
S16_GradeB,xa.s16.00.mhz.1974-11-14HR00_evid00587,74288.3,0.5072,0.0171,,False
